PARAMETER
Ac anti-HBc totaux (HBCCT3)
Ac anti-onco-neuronaux (serum) (2CV2)
Ac anti-onco-neuronaux (serum) (2GAD65)
Ac anti-onco-neuronaux (serum) (2HU)
Ac anti-onco-neuronaux (serum) (2MA1)
Ac anti-onco-neuronaux (serum) (2MA2)
Ac anti-onco-neuronaux (serum) (2RI)
Ac anti-onco-neuronaux (serum) (2SOX1)
Ac anti-onco-neuronaux (serum) (2YO)
Ac totaux anti-HCV (HCVCT)
Acide urique (URA)
Ag HBS Abbott (HBSGT)
Aspect (BACYASP1)
CULTURE (BACULTR1)
HIV (HIVb2T)
eDFG (MDRD) (MDRDF)
eDFG (formule MDRD) (MDRDED)
Ac anti-HTLV (HTLCT)
Ac anti-nucleaire (Titre)1 (2ANATITRE1)
Ac anti-nucleaire (Titre) (2ANATITRE)
Ac anti-nucleaire (cytoplasme)1 (2ANACYTO1)
Ac anti-nucleaire (cytoplasme) (2ANACYTO)
eDFG (CKD-EPI) (CKDF)
eDFG (formule CKD-EPI)) (CKDED)
CULTURE HEMOC AERO (BACHAECULT)
HEMOCULTURE ANA (BACHANCULT)
Ac anti-gangliosides (2SPEGM)
Ac anti-gangliosides (IgG) (2RCHG)
Ac anti-gangliosides (IgM) (2RCHM)
CULTURE (BACULTNBG)
Ac totaux anti-HBC (HBCCT)
Ac anti-onco-neuronaux (LCR) (2AMPHI_LCR)
Ac anti-onco-neuronaux (LCR) (2CV2_LCR)
Ac anti-onco-neuronaux (LCR) (2GAD65_LCR)
Ac anti-onco-neuronaux (LCR) (2HU_LCR)
Ac anti-onco-neuronaux (LCR) (2MA1_LCR)
Ac anti-onco-neuronaux (LCR) (2MA2_LCR)
Ac anti-onco-neuronaux (LCR) (2RI_LCR)
Ac anti-onco-neuronaux (LCR) (2SOX1_LCR)
Ac anti-onco-neuronaux (LCR) (2YO_LCR)
CULTURE (BACULTR2)
Albumine (Comp) (ALBI)
Albumine (ELE_ALBVA)
Albumine ELE_ALBP
Beta ELE_BP
Proteines totales (ELE_PR)
Polynucleaires basophiles (FS_PB)
Polynucleaires eosinophiles (FS_PE)
Polynucleaires neutrophiles (FS_PN)
Monocytes (FS_MONO)
TCMH (NG_TCMH)
Lymphocytes (FS_LY)
VMP (NG_VMP)
Num. (NG_VMP)
VMP (NG_VMP_X)
