"Column_1","Column_2","ARI_Score"
"WSD_AHC_2","WSD_SPEC_2",0.9557874543918816
"WSD_AHC_2","WSD_SPEC_3",0.8568367319823539
"WSD_AHC_2","RF_SPEC_3",0.9073838357405529
"WSD_UMAP_AHC_2","WSD_UMAP_AHC_3",0.7899309841599365
"WSD_UMAP_AHC_2","WSD_UMAP_KMD_2",0.8833850856582931
"WSD_UMAP_AHC_2","WSD_UMAP_KME_2",0.8936886429764928
"WSD_UMAP_AHC_2","WSD_UMAP_KME_3",0.7404201392054113
"WSD_UMAP_AHC_2","WSD_UMAP_SPEC_2",1
"WSD_UMAP_AHC_2","WSD_UMAP_SPEC_3",0.7899309841599365
"WSD_UMAP_AHC_3","WSD_UMAP_AHC_4",0.8257317117893838
"WSD_UMAP_AHC_3","WSD_UMAP_AHC_5",0.7984233740822728
"WSD_UMAP_AHC_3","WSD_UMAP_KMD_2",0.7045413877438615
"WSD_UMAP_AHC_3","WSD_UMAP_KMD_3",0.8611612865096517
"WSD_UMAP_AHC_3","WSD_UMAP_KMD_4",0.7541861174295158
"WSD_UMAP_AHC_3","WSD_UMAP_KME_2",0.711994010573491
"WSD_UMAP_AHC_3","WSD_UMAP_KME_3",0.9452481337574234
"WSD_UMAP_AHC_3","WSD_UMAP_SPEC_2",0.7899309841599365
"WSD_UMAP_AHC_3","WSD_UMAP_SPEC_3",1
"WSD_UMAP_AHC_3","WSD_UMAP_SPEC_4",0.8336793072541302
"WSD_UMAP_AHC_3","RF_UMAP_KME_3",0.7040930859548794
"WSD_UMAP_AHC_4","WSD_UMAP_AHC_5",0.9716974381975975
"WSD_UMAP_AHC_4","WSD_UMAP_KMD_3",0.7585231827990538
"WSD_UMAP_AHC_4","WSD_UMAP_KMD_4",0.8509733073390796
"WSD_UMAP_AHC_4","WSD_UMAP_KMD_5",0.8547991284297264
"WSD_UMAP_AHC_4","WSD_UMAP_KME_3",0.7976314267708063
"WSD_UMAP_AHC_4","WSD_UMAP_SPEC_3",0.8257317117893838
"WSD_UMAP_AHC_4","WSD_UMAP_SPEC_4",0.9359657575976912
"WSD_UMAP_AHC_4","RF_UMAP_AHC_3",0.7920215968263697
"WSD_UMAP_AHC_4","RF_UMAP_KMD_3",0.7920215968263697
"WSD_UMAP_AHC_4","RF_UMAP_KME_3",0.7978941549178099
"WSD_UMAP_AHC_4","RF_UMAP_SPEC_3",0.7920215968263697
"WSD_UMAP_AHC_5","WSD_UMAP_AHC_6",0.7094687807910527
"WSD_UMAP_AHC_5","WSD_UMAP_KMD_3",0.7407994045457115
"WSD_UMAP_AHC_5","WSD_UMAP_KMD_4",0.8779353312474286
"WSD_UMAP_AHC_5","WSD_UMAP_KMD_5",0.8640278742410497
"WSD_UMAP_AHC_5","WSD_UMAP_KME_3",0.774737073219278
"WSD_UMAP_AHC_5","WSD_UMAP_KME_6",0.7206316594789902
"WSD_UMAP_AHC_5","WSD_UMAP_SPEC_3",0.7984233740822728
"WSD_UMAP_AHC_5","WSD_UMAP_SPEC_4",0.9635210606260216
"WSD_UMAP_AHC_5","RF_UMAP_AHC_3",0.817510330135199
"WSD_UMAP_AHC_5","RF_UMAP_KMD_3",0.817510330135199
"WSD_UMAP_AHC_5","RF_UMAP_KME_3",0.8234376000447639
"WSD_UMAP_AHC_5","RF_UMAP_SPEC_3",0.817510330135199
"WSD_UMAP_AHC_6","WSD_UMAP_KMD_6",0.7638666822488985
"WSD_UMAP_AHC_6","WSD_UMAP_KME_6",0.8815477274925353
"WSD_UMAP_KMD_2","WSD_UMAP_KMD_3",0.7908294045952352
"WSD_UMAP_KMD_2","WSD_UMAP_KME_2",0.9891007382857807
"WSD_UMAP_KMD_2","WSD_UMAP_KME_3",0.7471212547449335
"WSD_UMAP_KMD_2","WSD_UMAP_SPEC_2",0.8833850856582931
"WSD_UMAP_KMD_2","WSD_UMAP_SPEC_3",0.7045413877438615
"WSD_UMAP_KMD_3","WSD_UMAP_KME_2",0.7799267064858347
"WSD_UMAP_KMD_3","WSD_UMAP_KME_3",0.9138190561500137
"WSD_UMAP_KMD_3","WSD_UMAP_SPEC_3",0.8611612865096517
"WSD_UMAP_KMD_3","WSD_UMAP_SPEC_4",0.7711086891261729
"WSD_UMAP_KMD_4","WSD_UMAP_KMD_5",0.8964618888679756
