"NB_FEATURES","METHOD","FEATURES","CORRELATION_METRIC","SVM_NORMALIZATION","MEASURE","UMAP","CLUSTERING","NB_PATIENTS_PER_CLUSTER","N_CLUSTERS","SILHOUETTE_AVG","SILHOUETTE_STD","CH","HS_AVG","HS_STD","PATIENT_DISTRIBUTION","MATCHING_PERCENTAGE","LOGRANK-PVAL_MAX","LOGRANK-STAT_MIN","WILCOXON-PVAL_MAX","WILCOXON-STAT_MIN"
"7","CF8_WSD_UMAP_AHC_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","195, 174",2,0.44979313015937805,0.20810484886169434,417.4516588192116,0.8724957715478523,0.02304167967406509,0.9976624275811201,64.1576099109978,0.000000000000000000000000000000002263,144.89608437130912,0.00000000000000000000000000000000857,142.2511177953704
"7","CF8_WSD_UMAP_KMD_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","142, 227",2,0.4934934675693512,0.18018731474876404,497.15117283774055,0.8724471772563177,0.018978490753379516,0.9613778256140477,68.49739851215767,0.000000000000000000000000000003715,130.1946266660498,0.000000000000000000000000000009529,128.32504238296107
"7","CF8_WSD_UMAP_KME_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","227, 142",2,0.4934934675693512,0.18018731474876404,497.15117283774055,0.8755230501280085,0.02288964181502505,0.9613778256140477,68.49739851215767,0.000000000000000000000000000003715,130.19462666604974,0.000000000000000000000000000009529,128.32504238296107
"7","CF8_WSD_KMD_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","264, 105",2,0.7638744667712892,0.3243408097177659,-1,0.6687003063796613,0.035333851775516345,0.8615804562891913,73.64223206166048,0.00000000000000000000000000002915,126.10607832438411,0.000000000000000000000000000003379,130.3829696030458
"7","CF8_WSD_UMAP_SPEC_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","SPEC","132, 237",2,0.4938228726387024,0.1935422271490097,489.65792171437073,0.8742937642420969,0.020667025762986246,0.9407773482170266,68.82687061138691,0.0000000000000000000001667,95.26319510917166,0.0000000000000000000000007594,105.94173695501952
"7","CF8_WSD_AHC_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","341, 28",2,0.8413527178368316,0.29332020692192295,-1,0.6680262514484187,0.03931972914133403,0.38749580927216914,62.5460291903335,0.00000000000000000002329,85.49002622461221,0.0000000000000000000001379,95.63782863844202
"7","CF8_WSD_KMD_3","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","148, 39, 182",3,0.6226211248370823,0.3164463114196995,-1,0.6707938537009652,0.03990630555297976,0.8670421439757086,77.01447590083039,0.000000000008995,46.53594965483697,0.00000000000002913,57.79241090601291
"7","CF8_WSD_SPEC_2","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","NO","SPEC","80, 289",2,0.6910447925682818,0.46607187459015675,-1,0.6685034452586741,0.04038487751866599,0.7542852178932276,71.81448186412631,0.000000003006,35.18025749385917,0.000000000000000000161,81.66808760896922
"7","CF8_WSD_UMAP_KMD_3","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","122, 123, 124",3,0.4849466383457184,0.18053805828094482,583.6148721631656,0.874199169798223,0.021105670839890657,0.999979944714248,71.03627174739479,0.0000004616,25.41801369683986,0.000000007703,33.34857341072242
"7","CF8_WSD_UMAP_KME_3","MANUAL","None","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","118, 129, 122",3,0.48811137676239014,0.17864428460597992,586.6190671887643,0.8748854108332731,0.022747403093481017,0.9993805287398657,70.43696050807281,0.000001094,23.75477550238618,0.00000007952,28.81771771088041
