"NB_FEATURES","METHOD","FEATURES","CORRELATION_METRIC","SVM_NORMALIZATION","MEASURE","UMAP","CLUSTERING","NB_PATIENTS_PER_CLUSTER","N_CLUSTERS","SILHOUETTE_AVG","SILHOUETTE_STD","CH","HS_AVG","HS_STD","PATIENT_DISTRIBUTION","MATCHING_PERCENTAGE","LOGRANK-PVAL_MAX","LOGRANK-STAT_MIN","WILCOXON-PVAL_MAX","WILCOXON-STAT_MIN"
"19","CF10_WSD_KMD_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","161, 208",2,0.7227107996991109,0.2707732158329085,-1,0.6364666225877469,0.040311291861074065,0.9882654105324815,73.1073995522564,0.0000000000000000007937,78.51554015758991,0.000000000000000000000001544,104.53595618896276
"19","CF10_WSD_SPEC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","SPEC","230, 139",2,0.7388238823167596,0.24555316429651458,-1,0.6336999468224984,0.04005921079409819,0.9556734265867544,73.2782490868387,0.00000000000000005722,70.07052011745479,0.00000000000000000000005497,97.45939824968214
"19","CF10_WSD_UMAP_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","183, 186",2,0.48291289806365967,0.15948182344436646,487.2350982637259,0.8201524471996565,0.0355193691314298,0.9999523196862128,70.28543655001768,0.00000000000000009571,69.05588404094283,0.000000000000000001305,77.53309973055228
"19","CF10_WSD_UMAP_KME_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","176, 193",2,0.4829625189304352,0.16108077764511108,491.2804366631145,0.8225652567221964,0.0313841454729477,0.9984684069468355,70.48574290090727,0.0000000000000001193,68.62109346677087,0.000000000000000008013,73.94976717461972
"19","CF10_WSD_UMAP_KMD_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","189, 180",2,0.483612060546875,0.15870851278305054,490.12211992140584,0.8268324363476995,0.026502752364189485,0.9995708393473224,70.34140450100153,0.0000000000000001236,68.55237730792466,0.000000000000000003397,75.64426978900907
"19","CF10_WSD_UMAP_SPEC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","SPEC","116, 253",2,0.42856454849243164,0.25345027446746826,364.896066344143,0.8256017355178841,0.029612144080580015,0.8981459225035971,70.62418993755155,0.0000000000000002943,66.84091989681419,0.000000000000000000001056,91.60967625846611
"19","CF10_WSD_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","168, 201",2,0.7011058786207982,0.31549494669862693,-1,0.634152749307554,0.04324359856636567,0.994223030575853,72.54477436078709,0.0000000000000003127,66.72132214740428,0.000000000000000000006277,88.08291771331352
"19","CF10_WSD_AHC_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","27, 101, 241",3,0.6230491989487259,0.3261379068885463,-1,0.6341315086367831,0.03811979404192927,0.7502273925785007,75.42417815482503,0.000000000004872,47.737819119990256,0.00000000000001652,58.90794284581798
"19","CF10_WSD_SPEC_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","SPEC","32, 111, 226",3,0.6520663997141504,0.25099894628863095,-1,0.6384291679642371,0.045766565459627345,0.7952423422839185,76.48609638270297,0.00000000001364,45.72101052621213,0.00000000000009622,55.442828927565635
"19","CF10_WSD_KMD_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","185, 128, 56",3,0.6011174942924042,0.2955072803741653,-1,0.6361393802639789,0.03783426566337216,0.9098410044853554,75.57882644043832,0.0000000001792,40.681555905625544,0.000000000000004207,61.60051118656566
"19","CF10_WSD_UMAP_SPEC_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","SPEC","173, 100, 96",3,0.4006742835044861,0.25564855337142944,401.921507207764,0.8251651697797909,0.0327831073578461,0.9641877262265894,73.22228113585484,0.000003089,21.76056090776866,0.000000002164,35.82045811839076
"19","CF10_WSD_UMAP_KMD_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","117, 115, 137",3,0.4150412678718567,0.18404620885849,453.06642130590774,0.8262273618199386,0.029249708876732217,0.9970820423144877,67.85083068221986,0.0000334,17.213928386081655,0.000009495,19.610342678658704
"19","CF10_WSD_KMD_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","108, 21, 146, 94",4,0.49953627333270173,0.2787065644671504,-1,0.6370656200456313,0.0371956564737997,0.8929901916938987,73.00135501355014,0.0001387,14.519562530205555,0.000003441,21.55344714089379
"19","CF10_WSD_UMAP_KME_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","130, 124, 115",3,0.4336220324039459,0.1958703249692917,468.50078615530475,0.8247508513865764,0.030459586223142484,0.998851568376955,67.24843878873571,0.0002928,13.115752203202314,0.000344,12.814159338529464
"19","CF10_WSD_AHC_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","30, 192, 138, 9",4,0.5269011566219569,0.3486646033150349,-1,0.6398050678992119,0.03310319819051392,0.7230539257197839,75.51991280782373,0.002165,9.404455084985415,0.001264,10.39464298967226
"19","CF10_WSD_SPEC_5","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","SPEC","219, 130, 9, 11",4,0.5830646157185337,0.33259949430051644,-1,0.6376356526223113,0.03781842038154032,0.6293628193386708,76.24896901142925,0.002348,9.255550577499292,0.0001671,14.168987300502815
"19","CF10_WSD_UMAP_AHC_3","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","192, 120, 57",3,0.4251680076122284,0.26185524463653564,384.84600695522676,0.8258836219655531,0.031574927209912805,0.9045457143580631,67.93772829032638,0.02208,5.239456343460439,0.0001859,13.968062427332436
"19","CF10_WSD_UMAP_AHC_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","95, 97, 57, 120",4,0.41730496287345886,0.1992267221212387,449.51148616439895,0.8286252576855165,0.03047265731598146,0.9769777567375099,65.01708495345822,0.02208,5.2394563434604295,0.06852,3.318078480724914
"19","CF10_WSD_AHC_6","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","93, 26, 79, 1, 8, 162",6,0.43212413848975645,0.2689510313738851,-1,0.6346924649656952,0.04300808432111781,0.739351652634301,73.30034169906916,0.02722,4.876544516126261,0.03299,4.546391752577319
"19","CF10_WSD_UMAP_KME_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","100, 101, 92, 76",4,0.417489618062973,0.1804662048816681,472.45177150318665,0.8180353182748068,0.02947526617632731,0.9956149668318763,64.70336985978555,0.03086,4.660626575467595,0.01,6.634553473195088
"19","CF10_WSD_UMAP_SPEC_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","SPEC","98, 98, 94, 79",4,0.42093491554260254,0.17526085674762726,470.05532588252174,0.823585791795773,0.03272608688250878,0.9973250062683148,65.35731118180746,0.04307,4.09283403920685,0.00553,7.6975102228476215
"19","CF10_WSD_KMD_6","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","81, 14, 99, 78, 76, 21",6,0.320842217517977,0.20618357036781892,-1,0.6273588687905263,0.03938886103870507,0.9080655290316112,66.10698715682808,0.07692,3.1289094764164216,0.04249,4.115616888062069
"19","CF10_WSD_UMAP_SPEC_5","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","SPEC","97, 83, 36, 73, 80",5,0.4343726933002472,0.21310825645923615,487.8828008589057,0.8231725271890137,0.029217212720265725,0.9729210530152417,63.1377400730529,0.1316,2.273967162844429,0.2153,1.5356670037278262
"19","CF10_WSD_KMD_5","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","13, 41, 120, 95, 100",5,0.4177970145468011,0.2561768816729298,-1,0.6348654477063956,0.04047369351038034,0.8888100813184605,69.95404736656063,0.2044,1.6109110293653663,0.09682,2.7571289994534367
"19","CF10_WSD_UMAP_KMD_4","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","98, 91, 102, 78",4,0.4246528446674347,0.18344168365001678,448.76855226705266,0.8279362773077474,0.031459926211813836,0.99639482425822,64.91545893719807,0.2551,1.2952656957727833,0.7935,0.06852451058456126
