"NB_FEATURES","METHOD","FEATURES","CORRELATION_METRIC","SVM_NORMALIZATION","MEASURE","UMAP","CLUSTERING","NB_PATIENTS_PER_CLUSTER","N_CLUSTERS","SILHOUETTE_AVG","SILHOUETTE_STD","CH","HS_AVG","HS_STD","PATIENT_DISTRIBUTION","MATCHING_PERCENTAGE","LOGRANK-PVAL_MAX","LOGRANK-STAT_MIN","WILCOXON-PVAL_MAX","WILCOXON-STAT_MIN"
"7","CF1_MAN_AHC_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","AHC","301, 68",2,0.36684274719258575,0.22975089441129673,-1,0.07037729455438822,0.013664833912747691,0.6893550659257257,69.82423185294512,"3.098e-30",130.555386408519,"9.397e-30",128.3527613170663
"7","CF1_RF_SPEC_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","SPEC","100, 269",2,0.5194418476248797,0.1950798879872786,-1,0.10756944462923554,0.0187429734082327,0.8428997851790834,73.18454910028774,"1.615e-27",118.14107088175108,"5.624e-29",124.80174250737741
"7","CF1_WSD_UMAP_AHC_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","YES","AHC","246, 123",2,0.5703276991844177,0.14474521577358246,627.1790767157682,0.9094124978193179,0.01624942284984286,0.9182958340544896,74.11631408679578,"8.768e-26",110.22041669702864,"2.213e-28",122.08346415783188
"7","CF1_WSD_UMAP_KMD_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","YES","KMD","125, 244",2,0.5709171295166016,0.1376575231552124,632.2143065543024,0.9074320907660218,0.014624097879117653,0.9236207839788103,74.20725434947896,"1.687e-25",108.92294426435251,"1.348e-27",118.49987942510296
"7","CF1_WSD_UMAP_KME_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","YES","KME","125, 244",2,0.5709171295166016,0.1376575231552124,632.2143065543024,0.9095339375083484,0.013019242449453823,0.9236207839788103,74.20725434947896,"1.687e-25",108.92294426435251,"1.348e-27",118.49987942510296
"7","CF1_RF_KMD_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","KMD","233, 136",2,0.512197054634668,0.18498467242034267,-1,0.10997262705240025,0.021795288395028766,0.9495628648287064,74.11333243883894,"2.088e-23",99.37627385705761,"7.597e-26",110.50457431617787
"7","CF1_WSD_KMD_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","KMD","182, 187",2,0.4358437686191303,0.22096635480858637,-1,0.10735315680374498,0.019115388625414616,0.9998675520897977,72.6478524680591,"5.262e-23",97.54597199279073,"4.565e-25",106.95030550235033
"7","CF1_RF_AHC_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","AHC","343, 26",2,0.5550526651120639,0.2581346841775512,-1,0.11026647555890806,0.01979228567706191,0.3676405630551305,61.80807132101913,"6.382e-21",88.04998334179702,"1.149e-22",95.99939589454404
"7","CF1_WSD_AHC_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","NO","AHC","341, 28",2,0.5426178247702255,0.24327475951915747,-1,0.10371384465032973,0.017098267494088666,0.38749580927216914,62.5460291903335,"2.329e-20",85.49002622461221,"1.379e-22",95.63782863844202
"7","CF1_RF_UMAP_KME_2","MANUAL","None","None","SNORKEL_SVM_LINEAR","YES","KME","206, 163",2,0.5304716229438782,0.17122912406921387,617.5437294560143,0.8904671238550158,0.019001831350834063,0.9901821612381505,70.92595077299222,"2.150e-17",72.00143337366673,"6.551e-20",83.44499251238868
