"NB_FEATURES","METHOD","FEATURES","CORRELATION_METRIC","SVM_NORMALIZATION","MEASURE","UMAP","CLUSTERING","NB_PATIENTS_PER_CLUSTER","N_CLUSTERS","SILHOUETTE_AVG","SILHOUETTE_STD","CH","HS_AVG","HS_STD","PATIENT_DISTRIBUTION","MATCHING_PERCENTAGE","LOGRANK-PVAL_MAX","LOGRANK-STAT_MIN","WILCOXON-PVAL_MAX","WILCOXON-STAT_MIN"
"18","CF6_WSD_UMAP_SPEC_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","SPEC","160, 209",2,0.582507848739624,0.2008829116821289,930.5316487526536,0.9226869915123156,0.01323218623623428,0.9872424429523134,72.24284199363733,0.00000000000000000000000000000003015,139.75245073868504,0.000000000000000000000000000001117,132.58091504502613
"18","CF6_WSD_UMAP_KMD_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","KMD","153, 216",2,0.5888269543647766,0.1960497349500656,941.32199349329,0.9220486533820015,0.011566157681462439,0.9788698505067783,72.78779309532226,0.0000000000000000000000000000001465,136.61299696333492,0.0000000000000000000000000000002264,135.74925303661428
"18","CF6_WSD_SPEC_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","NO","SPEC","267, 102",2,0.4910946706935261,0.188648346857938,-1,0.11348281374609727,0.019353661923408854,0.850530668278094,74.11040414751973,0.00000000000000000000000000008067,124.08596544284376,0.000000000000000000000000000002013,131.41128430132287
"18","CF6_WSD_UMAP_KME_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","KME","197, 172",2,0.5702368021011353,0.21535758674144745,901.3708965088795,0.922529278269962,0.013823549706653176,0.9966863658390763,72.55802992812536,0.0000000000000000000000000001509,122.84308205903557,0.00000000000000000000000000121,118.71432482003004
"18","CF6_WSD_AHC_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","NO","AHC","126, 243",2,0.4853527351572511,0.17690686511215079,-1,0.11867828248091145,0.023340278432722156,0.9262122127346664,74.1663720985036,0.000000000000000000000001844,104.1835464336763,0.000000000000000000000000007885,114.99613564996898
"18","CF6_WSD_KMD_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","NO","KMD","189, 180",2,0.43041926782681533,0.22609938050511555,-1,0.11339033942317563,0.017940794293831767,0.9995708393473224,71.79215270413573,0.00000000000000000000003733,98.22566292259334,0.000000000000000000000000541,106.6137477111783
"18","CF6_WSD_UMAP_AHC_2","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","AHC","207, 162",2,0.5493016839027405,0.24211353063583374,792.810800241711,0.9223350429132421,0.013300656902554267,0.9892452969285004,70.62271709673618,0.00000000000000003376,71.1112662410714,0.0000000000000000001303,82.08559833931855
"18","CF6_WSD_UMAP_SPEC_3","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","SPEC","117, 127, 125",3,0.585512638092041,0.15834103524684906,1352.4995783209015,0.9200590714795781,0.015007500173147779,0.9994343680153766,70.09102156238953,0.000000009526,32.9356309449268,0.000000001121,37.102011536034226
"18","CF6_WSD_UMAP_KMD_3","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","KMD","117, 125, 127",3,0.585512638092041,0.15834103524684906,1352.4995783209015,0.9215398433982135,0.012399222606424292,0.9994343680153766,70.09102156238953,0.000000009526,32.93563094492677,0.000000001121,37.10201153603422
"18","CF6_WSD_UMAP_KME_3","MANUAL+TSFRESH","SPEARMAN","MIN_MAX","SNORKEL_SVM_LINEAR","YES","KME","125, 117, 127",3,0.585512638092041,0.15834103524684906,1352.4995783209015,0.9220420506463997,0.012952295886541983,0.9994343680153766,70.09102156238953,0.000000009526,32.93563094492677,0.000000001121,37.10201153603422
