"NB_FEATURES","METHOD","FEATURES","CORRELATION_METRIC","SVM_NORMALIZATION","MEASURE","UMAP","CLUSTERING","NB_PATIENTS_PER_CLUSTER","N_CLUSTERS","SILHOUETTE_AVG","SILHOUETTE_STD","CH","HS_AVG","HS_STD","PATIENT_DISTRIBUTION","MATCHING_PERCENTAGE","LOGRANK-PVAL_MAX","LOGRANK-STAT_MIN","WILCOXON-PVAL_MAX","WILCOXON-STAT_MIN"
"16","CF11_WSD_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","22, 3",2,0.5084628804401511,0.2567154963422585,-1,0.35704698714532357,0.15173197960999363,0.5293608652873644,64.33333333333333,0.0000001601,27.46358738806993,0.000000229,26.77124183006536
"16","CF11_RF_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","22, 3",2,0.49889849407412223,0.20345521399989733,-1,0.21510707539022086,0.09742253083269807,0.5293608652873644,64.33333333333333,0.0000001601,27.46358738806993,0.000000229,26.77124183006536
"16","CF11_WSD_UMAP_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","15, 10",2,0.5137116312980652,0.17521142959594727,36.92115608521762,0.4419802810893521,0.09058789465569912,0.9709505944546686,77,0.00003552,17.09693041448398,0.000153,14.334489486234562
"16","CF11_RF_UMAP_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","15, 10",2,0.560783326625824,0.1921805441379547,43.589799892813396,0.5591895796038243,0.11900862969814509,0.9709505944546686,77,0.00003552,17.09693041448398,0.000153,14.334489486234562
"16","CF11_RF_SPEC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","SPEC","15, 10",2,0.4652902122289986,0.17091830725751453,-1,0.2168747779350565,0.09948778327461343,0.9709505944546686,77,0.00003552,17.09693041448398,0.000153,14.334489486234562
"16","CF11_RF_KMD_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","KMD","10, 15",2,0.4652902122289986,0.17091830725751453,-1,0.21020071667707874,0.09949181556881335,0.9709505944546686,77,0.00003552,17.096930414483978,0.000153,14.334489486234554
"16","CF11_MAN_UMAP_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","AHC","11, 14",2,0.38084402680397034,0.15386267006397247,17.308811143784887,0.3713629847813679,0.07982343488716584,0.9895875212220556,75.66666666666667,0.00004462,16.66399605838019,0.0003093,13.013351134846463
"16","CF11_MAN_UMAP_KME_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KME","11, 14",2,0.38084402680397034,0.15386267006397247,17.308811143784887,0.394311634968534,0.07383803380256257,0.9895875212220556,75.66666666666667,0.00004462,16.66399605838019,0.0003093,13.013351134846463
"16","CF11_EUC_AHC_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","NO","AHC","11, 14",2,0.19378216185969305,0.09270539373901303,-1,0.10696681519803752,0.0555255397402612,0.9895875212220556,75.66666666666667,0.00004462,16.66399605838019,0.0003093,13.013351134846463
"16","CF11_EUC_UMAP_KMD_2","MANUAL+TSFRESH","Pearson","Sigmoid","SNORKEL_SVM_LINEAR","YES","KMD","11, 14",2,0.40774545073509216,0.1451166570186615,20.795274251195693,0.36172661856167215,0.07831594124608271,0.9895875212220556,75.66666666666667,0.00004462,16.66399605838019,0.0003093,13.013351134846463
