"DIM_0","DIM_1"
0.36192983388900757,0.6057167053222656
0.8958620429039001,0.16490402817726135
0.8821616172790527,0.20240449905395508
0.8708279132843018,0.13544347882270813
0.879996120929718,0.12156334519386292
0.6387860178947449,0.28786414861679077
0.3467390835285187,0.7259900569915771
0.9947801828384399,0.23630443215370178
0.5344146490097046,0.5014479160308838
0.5297183394432068,0.5373823046684265
0.9891435503959656,0.20709368586540222
0.7537268400192261,0.3238709568977356
0.8622531890869141,0.13836997747421265
0.9943016171455383,0.012216657400131226
0.6666761040687561,0.38764435052871704
0.6578615307807922,0.2791299819946289
0.7004872560501099,0.34671974182128906
0.3664594292640686,0.6981518864631653
0.5864697694778442,0.4202820658683777
0.27214115858078003,0.8210363388061523
0.11311209201812744,0.9401843547821045
0.8361303806304932,0.2694074511528015
0.29537051916122437,0.8201414346694946
0.9222469329833984,0.25975674390792847
0.7371962070465088,0.2856495976448059
0.33254116773605347,0.7299754619598389
0.492112934589386,0.5302325487136841
0.4959931969642639,0.5374096632003784
0.5904772877693176,0.46610188484191895
0.4928795099258423,0.48311471939086914
0.9842774271965027,0.09643685817718506
0.13929879665374756,0.8303482532501221
0.8591363430023193,0.19037634134292603
0.3158499002456665,0.7371740341186523
0.6770699620246887,0.39939695596694946
0.5659700036048889,0.4765922427177429
0.6189675331115723,0.2846132516860962
0.9730289578437805,0.10430112481117249
0.9906556010246277,0.2436913251876831
0.188879132270813,0.7162091135978699
0.3527451157569885,0.7122342586517334
0.6721374988555908,0.37627673149108887
0.899756669998169,0.17225715517997742
0.661273717880249,0.28730452060699463
0.18773280084133148,0.7271074652671814
0.5473032593727112,0.49116629362106323
0.9837061762809753,0.033145129680633545
0.2463095784187317,0.630553126335144
0.14365753531455994,0.8941704034805298
0.539385974407196,0.4316146969795227
0.4186885356903076,0.5711236000061035
0.9920445680618286,0.011593461036682129
0.50797438621521,0.4884152412414551
0.5484433770179749,0.3935607075691223
0.310558557510376,0.7616093158721924
0.9108926653862,0.18769261240959167
0.8750346302986145,0.1160132884979248
0.8923592567443848,0.15212780237197876
0.47862014174461365,0.48735833168029785
0.2459213137626648,0.6292700171470642
